	featureCounts on dataset 110 and 121: egtBmutant	featureCounts on dataset 109 and 121: egtBmutant 2	featureCounts on dataset 108 and 121: egtBmutant3	featureCounts on dataset 113 and 121: wildtype 1	featureCounts on dataset 112 and 121: wildtype 2	featureCounts on dataset 111 and 121: wildtype 3
gene-BTH_RS07175	314.261276173877	285.606071497173	275.016470700628	366.462481391609	376.777141509625	450.84815795539
gene-BTH_RS35580	260.277744070389	190.106541340306	192.410790856483	289.312485309165	338.663846848246	304.213077455336
gene-BTH_RS07180	46.2715989458469	40.1633538042899	29.2142038473194	36.6462481391609	33.7574895572207	55.8088739216624
MSTRG.1022.1	0	4.46259486714332	0	2.89312485309165	0	3.28287493656837
gene-BTH_RS07185	0	0	0	0	0	0
gene-BTH_RS07190	0	0	0	0	0	0
gene-BTH_RS07195	0	0	0	0	0	0
gene-BTH_RS07200	0	0	0	0	0	0
gene-BTH_RS07205	72.2993733528857	55.3361763525772	56.4136350155134	70.3993714252301	72.9597354946383	67.8460820224131
gene-BTH_RS07210	205.330220322195	179.396313659162	209.53635862905	240.129362806607	223.235011588072	217.764037459036
gene-BTH_RS30100	2.89197493411543	10.710227681144	12.0886360747529	16.3943741675193	23.9569280728663	19.6972496194102
gene-BTH_RS07215	59.7674819717189	55.3361763525772	73.53920278808	58.8268720128635	70.7818329425595	83.1661650597322
gene-BTH_RS07220	1006.40727707217	951.425225674957	1033.57838439137	1596.04054395556	1814.1928258816	1219.04089311239
gene-BTH_RS07225	34.7036992093851	24.9905312560026	25.1846584890685	31.8243733840081	27.2237819009844	19.6972496194102
gene-BTH_RS07230	133.03084696931	141.910516775158	149.093178255285	168.765616430346	176.410106718379	152.106538727668
gene-BTH_RS07235	1046.89492614979	1096.0132993704	1196.77497140053	1154.35681638357	1208.73591640371	1147.91193615341
gene-BTH_RS07240	96.3991644705143	81.2192265820085	67.4948847507036	105.11686966233	101.272468671662	117.089206070939
gene-BTH_RS07245	16.3878579599874	14.2803035748586	10.0738633956274	27.9668735798859	18.5121716926694	24.0744162015014
gene-BTH_RS07250	0	0	0	0	0	0
gene-BTH_RS07255	168.6985378234	161.545934190588	200.469881572985	178.409365940652	204.722839895403	183.840996447829
gene-BTH_RS07260	267.025685583325	306.134007886032	239.757948815932	280.63311074989	280.949429218159	227.612662268741
gene-BTH_RS07265	210.150178545721	233.83997103831	235.728403457681	317.279358889051	302.728454738947	259.347119988902
gene-BTH_RS07270	68.4434067740652	48.1960245651479	63.4653393924526	94.5087452009939	95.8277122914652	112.712039488848
gene-BTH_RS07275	0	0	0	0	0	0
MSTRG.1036.3	0	0	0	0	0	0
gene-BTH_RS07280	0	0	0	0	0	0
gene-BTH_RS34335	40.487649077616	28.5606071497173	27.199431168194	73.2924962783218	58.8033689061264	55.8088739216624
gene-BTH_RS30120	28.9197493411543	41.9483917511472	29.2142038473194	54.9693722087413	42.4690997655357	41.5830825298661
gene-BTH_RS07285	315.225267818582	333.802096062321	407.99146752291	257.488111925157	217.790255207875	269.195744798607
gene-BTH_RS34340	62.6594569058343	48.1960245651479	42.3102262616351	52.0762473556497	51.1807099738507	37.2059159477749
gene-BTH_RS07290	252.565810912747	219.559667463452	284.082947756693	243.022487659699	228.679767968269	357.833368085953
gene-BTH_RS07295	43.3796240117314	37.4857968840039	65.4801120715781	51.1118724046191	67.5149791144414	77.6947068321182
gene-BTH_RS07300	32.7757159199749	34.8082399637179	36.2659082242586	39.5393729922525	41.3801484894963	65.6574987313675
gene-BTH_RS07305	113.751014075207	95.4995301568671	132.974996822282	109.938744417483	76.2265893227564	89.7319149328689
gene-BTH_RS07310	130.138872035194	115.134947572298	130.960224143156	224.699363590118	222.146060312033	328.287493656837
gene-BTH_RS07315	21.2078161835131	18.742898442002	16.1181814330038	36.6462481391609	29.4016844530632	37.2059159477749
gene-BTH_RS07320	11.5678997364617	12.4952656280013	11.0812497351901	5.7862497061833	7.62265893227564	8.75433316418233
gene-BTH_RS07325	49.1635738799623	61.5838091665779	26.1920448286312	39.5393729922525	16.3342691405907	47.05454075748
gene-BTH_RS07330	89.6512229575783	115.134947572298	73.53920278808	96.437495103055	72.9597354946383	103.957706324665
gene-BTH_RS07335	445.364139853776	468.572461050049	465.412488877986	483.151850466305	517.251856118704	512.128490104666
MSTRG.1051.1	0.963991644705143	7.14015178742932	1.00738633956274	4.82187475515275	1.08895127603938	3.28287493656837
gene-BTH_RS07340	0	0	0	0	0	0
gene-BTH_RS07345	0.963991644705143	0	0	0	0	0
gene-BTH_RS34345	0	0	0	0	0	0
gene-BTH_RS07355	0	0	0	0	0	0
gene-BTH_RS07360	0	0	0	0	0	0
gene-BTH_RS07365	0	0	0	0	0	0
gene-BTH_RS07370	0	0	0	0	0	0
gene-BTH_RS34995	0	0	0	0	0	0
gene-BTH_RS07375	103.14710598345	84.7893024757232	91.6721569002093	143.691867703552	106.717225051859	119.277789361984
gene-BTH_RS07380	49.1635738799623	52.6586194322912	43.3176126011978	49.183122502558	47.9138561457326	50.3374156940484
gene-BTH_RS07385	21.2078161835131	20.5279363888593	19.1403404516921	38.574998041222	11.9784640364332	25.1687078470242
gene-BTH_RS07390	70.3713900634754	74.9715937680078	53.3914759968252	85.8293706417189	71.8707842185989	75.5061235410726
gene-BTH_RS07395	67.47941512936	45.5184676448619	49.3619306385742	67.5062465721385	53.3586125259295	52.525998985094
gene-BTH_RS07400	26.991766051744	24.9905312560026	19.1403404516921	33.7531232860692	19.6011229687088	40.4887908843433
gene-BTH_RS07405	59.7674819717189	47.3035055917192	35.2585218846959	76.1856211314134	59.8923201821657	93.0147898694373
gene-BTH_RS07410	0	0	0	0	0	0
gene-BTH_RS07415	32.7757159199749	23.2054933091453	38.2806809033841	51.1118724046191	39.2022459374176	30.6401660746382
gene-BTH_RS07420	247.745852689222	262.400578188027	338.481810093081	241.093737757637	250.458793489057	233.084120496355
MSTRG.1062.1	17.3518496046926	21.420455362288	14.1034087538784	9.6437495103055	11.9784640364332	8.75433316418233
gene-BTH_RS07425	0	0	0	0	0	0
gene-BTH_RS07435	4.81995822352572	12.4952656280013	8.05909071650192	5.7862497061833	10.8895127603938	7.66004151865954
gene-BTH_RS07440	0	0	0	0	0	0
gene-BTH_RS07450	0	0	0	0	0	0
gene-BTH_RS07445	0	0	0	0	0	0
gene-BTH_RS35000	4.81995822352572	8.03267076085798	8.05909071650192	4.82187475515275	9.80056148435439	13.1314997462735
gene-BTH_RS07455	211.114170190426	204.386844915164	207.521585949924	174.551866136529	167.698496510064	209.009704294853
gene-BTH_RS07460	156.166646442233	136.555402934586	132.974996822282	120.546868878819	124.140445468489	144.446497209008
gene-BTH_RS07465	0	0	0	0	0	0
gene-BTH_RS07470	62.6594569058343	78.5416696617225	77.5687481463309	85.8293706417189	67.5149791144414	70.0346653134587
gene-BTH_RS07475	183.158412493977	200.81676902145	204.499426931236	165.872491577255	197.100180963127	186.029579738875
gene-BTH_RS07480	323.901192620928	273.110805869171	312.289765264449	327.887483350387	319.062723879538	308.590244037427
gene-BTH_RS07485	240.997911176286	252.582869480312	245.802266853308	235.307488051454	209.07864499956	205.726829358285
gene-BTH_RS07490	199.546270453965	148.158149589158	171.255677725666	165.872491577255	193.833327135009	201.349662776194
gene-BTH_RS07495	834.816764314654	795.23440532494	851.241456930515	628.772468071918	657.726570727784	592.01178022783
gene-BTH_RS07500	3098.26914608233	3035.45702863089	3642.70900385887	1419.55992791697	1400.39134098664	1251.86964247807
gene-BTH_RS07505	348.000983738557	350.759956557465	371.725559298651	258.452486876187	261.348306249451	257.158536697856
gene-BTH_RS07510	153.274671508118	153.51326342973	189.388631837795	94.5087452009939	116.517786536213	87.5433316418233
gene-BTH_RS35005	0	0	0	0	0	0
gene-BTH_RS07515	62.6594569058343	83.8967835022945	67.4948847507036	66.5418716211079	44.6470023176145	56.9031655671852
gene-BTH_RS07520	2003.17463769729	1815.3835919539	2479.1777816639	1944.17990127759	2232.35011588072	2049.60825206419
gene-BTH_RS07525	349.928967027967	294.531261231459	294.15681115232	327.887483350387	338.663846848246	397.227867324773
gene-BTH_RS07530	35.6676908540903	29.4531261231459	27.199431168194	45.3256226984358	26.1348306249451	40.4887908843433
gene-BTH_RS07535	78.0833232211166	72.2940368477219	54.3988623363879	79.0787459845051	67.5149791144414	100.674831388097
gene-BTH_RS07540	56.8755070376034	57.1212142994346	46.339771619886	51.1118724046191	45.7359535936538	41.5830825298661
gene-BTH_RS07545	0	0	0	0	0	0
gene-BTH_RS07550	56.8755070376034	34.8082399637179	28.2068175077567	55.9337471597719	18.5121716926694	36.1116243022521
gene-BTH_RS07555	60.731473616424	68.7239609540072	77.5687481463309	46.2899976494664	39.2022459374176	57.9974572127079
gene-BTH_RS07560	156.166646442233	129.415251147156	157.152268971787	114.760619172635	95.8277122914652	123.654955944075
gene-BTH_RS07565	163.878579599874	161.545934190588	146.071019236597	109.938744417483	100.183517395623	99.580539742574
gene-BTH_RS07570	63.6234485505394	69.6164799274359	72.5318164485172	66.5418716211079	72.9597354946383	64.5632070858447
gene-BTH_RS07575	39.5236574329109	44.6259486714332	41.3028399220723	36.6462481391609	40.291197213457	55.8088739216624
gene-BTH_RS07580	124.354922166963	96.3920491302958	135.99715584097	117.653744025727	104.53932249978	125.843539235121
gene-BTH_RS07585	78.0833232211166	97.2845681037245	82.6056798441446	127.297493536033	115.428835260174	86.4490399963005
gene-BTH_RS34360	175.446479336336	164.223491110874	150.100564594848	167.801241479316	196.011229687088	144.446497209008
gene-BTH_RS07590	73.2633649975909	85.6818214491518	69.509657429829	69.4349964741996	65.3370765623626	48.1488324030028
gene-BTH_RS07595	1237.7652718014	1429.81539543272	1073.87383797388	1375.19868016956	1171.71157301837	1098.66881210488
gene-BTH_RS35585	0	0	0	0	0	0
gene-BTH_RS07600	209.186186901016	229.377376171167	285.090334096255	235.307488051454	256.992501145293	228.706953914263
gene-BTH_RS07605	212.078161835131	230.269895144596	274.009084361065	222.770613688057	222.146060312033	253.875661761288
gene-BTH_RS07610	38.5596657882057	42.8409107245759	39.2880672429468	42.4324978453442	50.0917586978114	42.6773741753889
gene-BTH_RS07615	43.3796240117314	35.7007589371466	28.2068175077567	42.4324978453442	34.8464408332601	37.2059159477749
gene-BTH_RS07620	90.6152146022834	88.3593783694378	88.6499978815211	101.259369858208	59.8923201821657	95.2033731604829
MSTRG.1101.1	2.89197493411543	0.892518973428665	0	3.8574998041222	0	4.37716658209117
gene-BTH_RS07625	0	0	0	0	0	0
gene-BTH_RS07630	0	0	0	0	0	0
gene-BTH_RS07635	0	0	0	0	0	0
gene-BTH_RS07640	0	0	0	0	0	0
gene-BTH_RS07645	0	0	0	0	0	0
MSTRG.1101.7	0	0	0	0	0	0
gene-BTH_RS07650	0	0	0	0	0	0
gene-BTH_RS07655	0	0	0	0	0	0
gene-BTH_RS07660	0	0	0	0	0	0
gene-BTH_RS07665	0	0	0	0	0	0
gene-BTH_RS07670	0	0	0	0	0	0
gene-BTH_RS07675	0	0	0	0	0	0
gene-BTH_RS07680	0	0	0	0	0	0
gene-BTH_RS07685	0	0	0	0	0	0
gene-BTH_RS07690	0	0	0	0	0	0
gene-BTH_RS07695	26.991766051744	18.742898442002	11.0812497351901	34.7174982370998	26.1348306249451	12.0372081007507
gene-BTH_RS07700	447.292123143186	374.857968840039	464.405102538423	429.146853208595	454.09268210842	431.15090833598
gene-BTH_RS07705	86.7592480234629	66.0464040337212	89.6573842210838	67.5062465721385	82.7602969789927	85.3547483507777
gene-BTH_RS07710	203.402237032785	257.937983320884	167.226132367415	153.335617213857	190.566473306891	178.369538220215
gene-BTH_RS07715	282.449551898607	241.872641799168	286.097720435818	249.773112316912	299.461600910829	302.02449416429
gene-BTH_RS07720	90.6152146022834	74.0790747945792	65.4801120715781	108.009994515422	112.161981432056	98.4862480970512
gene-BTH_RS07725	314.261276173877	300.77889404546	370.718172959088	383.821230510159	400.734069582491	440.999533145685
gene-BTH_RS07730	778.905248921756	858.603252438376	831.09373013926	950.873701716122	1071.52805562275	939.996523504078
gene-BTH_RS07735	1431.52759238714	1861.79457857219	1294.49144633812	1432.09680228037	1426.52617161158	1406.16476449679
gene-BTH_RS07740	1208.84552246025	1318.25052375414	1229.01133426654	1090.70806961555	1158.6441577059	1229.98380956762
gene-BTH_RS07745	0	0	0	0	0	0
gene-BTH_RS07750	883.980338194616	902.33668213638	925.788046058158	812.003708767723	834.136677446163	652.197820731584
gene-BTH_RS07755	1085.45459193799	967.490567196673	1155.47213147846	1145.67744182429	1434.14883054386	1050.51997970188
gene-BTH_RS07760	715.281800371216	888.94889753495	784.753958519374	882.403080192953	1004.01307650831	834.94452553389
gene-BTH_RS33335	253.529802557453	306.134007886032	271.99431168194	324.994358497295	352.820213436758	375.342034414317
gene-BTH_RS07770	232909.057285565	245675.665144948	274937.894566142	193654.205166543	206027.403524098	226464.750332587
gene-BTH_RS30210	104.111097628155	157.083339323445	103.760792974962	104.152494711299	103.450371223741	136.786455690349
gene-BTH_RS07775	94.471181181104	128.522732173728	99.7312476167112	84.8649956906884	92.5608584633471	91.9204982239145
gene-BTH_RS07780	372.100774856185	416.806360591186	395.902831448157	398.286854775617	402.91197213457	442.093824791208
gene-BTH_RS07785	179.302445915157	209.741958755736	179.314768442168	145.620617605613	150.275276093434	177.275246574692
gene-BTH_RS07790	63.6234485505394	98.1770870771531	56.4136350155134	58.8268720128635	51.1807099738507	62.3746237947991
gene-BTH_RS07795	53.983532103488	317.736754540605	66.4874984111408	78.1143710334745	88.2050533591896	94.1090815149601
gene-BTH_RS07800	16.3878579599874	84.7893024757232	33.2437492055704	26.0381236778248	19.6011229687088	42.6773741753889
gene-BTH_RS07805	55.9115153928983	561.39443428663	70.5170437693918	80.0431209355356	90.3829559112683	87.5433316418233
gene-BTH_RS07810	30.8477326305646	340.94224784975	48.3545442990115	47.2543726004969	65.3370765623626	57.9974572127079
gene-BTH_RS07815	23.1357994729234	115.134947572298	23.169885809943	34.7174982370998	19.6011229687088	42.6773741753889
gene-BTH_RS07820	0	0	0	0	0	0
gene-BTH_RS35590	0	0	0	0	0	0
gene-BTH_RS33340	10.6039080917566	54.4436573791486	6.04431803737644	3.8574998041222	4.35580510415751	8.75433316418233
gene-BTH_RS07825	33.73970756468	72.2940368477219	24.1772721495058	45.3256226984358	33.7574895572207	43.7716658209117
gene-BTH_RS07830	146.526729995182	122.275099359727	130.960224143156	135.976868095308	153.542129921552	121.46637265303
gene-BTH_RS07835	88.6872313128732	60.6912901931492	63.4653393924526	96.437495103055	92.5608584633471	75.5061235410726
gene-BTH_RS07840	0	0	0	0	0	0
gene-BTH_RS07845	56.8755070376034	56.2286953260059	39.2880672429468	57.862497061833	40.291197213457	56.9031655671852
gene-BTH_RS07850	54.9475237481932	33.9157209902893	35.2585218846959	59.7912469638941	34.8464408332601	55.8088739216624
gene-BTH_RS07855	17.3518496046926	30.3456450965746	20.1477267912548	30.8599984329776	7.62265893227564	26.262999492547
gene-BTH_RS07860	95.4351728258092	85.6818214491518	78.5761344858937	81.0074958865662	63.1591740102839	68.9403736679359
gene-BTH_RS07865	0	0	0	0	0	0
gene-BTH_RS07870	876.268405036975	896.981568295808	971.120431338481	885.296205046045	950.654463982376	898.413440974212
gene-BTH_RS07875	51.0915571693726	43.7334296980046	46.339771619886	46.2899976494664	38.1132946613782	48.1488324030028
gene-BTH_RS07880	828.068822801718	803.267076085798	759.569300030306	855.400581564098	848.293044034675	1110.70602020563
gene-BTH_RS07885	24654.086313334	25333.2585417992	24181.301694864	22291.5269930712	21360.8682307884	26482.9521132971
gene-BTH_RS07890	23.1357994729234	15.1728225482873	12.0886360747529	12.5368743633971	30.4906357291026	16.4143746828419
gene-BTH_RS07895	76.1553399317063	80.3267076085798	79.5835208254564	55.9337471597719	46.8249048696932	61.2803321492763
gene-BTH_RS07900	0	0	0	0	0	0
gene-BTH_RS35015	113.751014075207	92.8219732365811	111.819883691464	84.8649956906884	64.2481252863233	85.3547483507777
gene-BTH_RS07905	336.433084002095	290.961185337745	361.651695903024	201.554364765385	224.323962864112	251.687078470242
gene-BTH_RS07910	314.261276173877	280.250957656601	365.681241261274	308.599984329776	299.461600910829	330.476076947883
gene-BTH_RS07915	0	0	0	0	0	0
gene-BTH_RS07920	71.3353817081806	63.3688471134352	77.5687481463309	67.5062465721385	86.0271508071108	86.4490399963005
gene-BTH_RS07925	16.3878579599874	13.38778460143	15.1107950934411	21.2162489226721	7.62265893227564	21.8858329104558
gene-BTH_RS07930	0	0	0	0	0	0
gene-BTH_RS07935	397.164557618519	398.063462149185	472.464193254925	353.925607028212	407.267777238727	448.659574664345
gene-BTH_RS07945	107.003072562271	110.672352705154	123.908519766217	141.763117801491	147.008422265316	110.523456197802
gene-BTH_RS07950	72.2993733528857	99.0696060505818	67.4948847507036	80.0431209355356	79.4934431508745	97.3919564515284
gene-BTH_RS07955	161.950596310464	138.340440881443	155.137496292662	196.732490010232	158.986886301749	147.729372145577
gene-BTH_RS07960	732.633649975909	601.55778809092	848.219297911827	778.250585481654	943.031805050101	676.272236933085
gene-BTH_RS07965	1044.96694286038	914.831947764382	1047.68179314525	1119.63931814647	1271.89509041399	1127.12039488848
gene-BTH_RS07975	38.5596657882057	36.5932779105753	49.3619306385742	51.1118724046191	55.5365150780082	36.1116243022521
gene-BTH_RS07980	63.6234485505394	46.4109866182906	53.3914759968252	62.6843718169857	50.0917586978114	74.4118318955498
gene-BTH_RS07985	288.233501766838	315.951716593747	313.297151604012	356.818731881303	291.838941978553	294.364452645631
gene-BTH_RS07990	2412.87108669697	2611.51051625227	3131.96412970056	3362.77545424353	2563.39130379669	1890.93596346338
gene-BTH_RS07995	1174.14182325086	1385.18944676129	1881.7976823032	1326.97993261804	1031.23685840929	1014.40835539963
gene-BTH_RS08000	243.889886110401	290.068666364316	325.385787678765	284.490610554012	236.302426900545	222.141204041127
gene-BTH_RS08005	0	0	0	0	0	0
gene-BTH_RS08010	1903.88349829266	2117.94752394622	3092.67606245761	2694.46361317936	2351.04580496902	2096.66279282167
gene-BTH_RS08015	359.568883475018	366.825298079181	446.272148426294	466.757476298786	418.157289999121	426.773741753889
gene-BTH_RS08020	145.562738350477	168.686085978018	168.233518706978	172.623116234468	150.275276093434	103.957706324665
gene-BTH_RS08025	264.133710649209	264.185616134885	330.422719376579	282.561860651951	287.483136874396	233.084120496355
gene-BTH_RS08030	301.72938479271	299.886375072031	355.607377865647	354.889981979242	260.259354973411	229.801245559786
gene-BTH_RS08035	810.716973197025	833.612721182373	1351.9124676932	994.270574512497	874.42787465962	650.009237440538
gene-BTH_RS08045	463.679981103174	436.441778006617	457.353398161484	434.933102914778	432.313656587633	449.753866309867
gene-BTH_RS08050	589.962886559548	560.501915313201	471.456806915362	540.049972577108	559.72095588424	606.237571619626
gene-BTH_RS08055	1299.46073706253	1162.95222237755	1340.83121795801	893.011204654289	1005.10202778435	1020.97410527276
gene-BTH_RS08060	18105.691070852	16720.4504482126	20770.2915491046	10291.809477398	11935.9949366676	12245.1235134
gene-BTH_RS08065	432.832248472609	523.016118429198	402.954535825096	579.58934556936	556.454102056122	543.862947824827
gene-BTH_RS08070	134.95883025872	169.578604951446	132.974996822282	161.050616822102	174.2322041663	121.46637265303
gene-BTH_RS08075	1118.23030785797	1264.69938534842	1342.84599063713	1698.2642887648	1646.49432937154	1205.90939336612
gene-BTH_RS08080	214.970136769247	185.643946473162	289.119879454506	155.264367115919	216.701303931836	158.672288600805
MSTRG.1174.1	3.85596657882057	5.35511384057199	1.00738633956274	6.75062465721385	5.44475638019689	5.47145822761396
gene-BTH_RS08085	0	0	0	0	0	0
gene-BTH_RS08090	0	0	0	0	0	0
gene-BTH_RS08095	63.6234485505394	49.9810625120052	64.4727257320153	48.2187475515275	46.8249048696932	52.525998985094
gene-BTH_RS08100	0	0	0	0	0	0
gene-BTH_RS08105	254.493794202158	248.120274613169	238.750562476369	174.551866136529	150.275276093434	149.917955436622
gene-BTH_RS08110	201.474253743375	164.223491110874	205.506813270799	78.1143710334745	103.450371223741	75.5061235410726
gene-BTH_RS33360	21.2078161835131	27.6680881762886	24.1772721495058	15.4299992164888	20.6900742447482	12.0372081007507
gene-BTH_RS08115	537.90733774547	559.609396339773	574.210213550762	317.279358889051	264.615160077569	226.518370623218
gene-BTH_RS08120	329.685142489159	322.199349407748	358.629536884335	228.55686339424	221.057109035994	186.029579738875
gene-BTH_RS08125	45.3076073011417	37.4857968840039	31.2289765264449	30.8599984329776	25.0458793489057	18.6029579738875
gene-BTH_RS08130	149.418704929297	119.597542439441	123.908519766217	150.442492360766	155.720032473631	155.389413664236
gene-BTH_RS08135	727.813691752383	845.215467836946	809.938617008443	723.281213272912	686.039303904808	772.569901739091
gene-BTH_RS08140	513.807546627841	463.217347209477	480.523283971427	450.363102131267	571.699419920673	484.771198966597
gene-BTH_RS08145	238.10593624217	183.858908526305	258.898289267624	220.841863785996	268.970965181726	212.292579231422
gene-BTH_RS08150	111.823030785797	99.0696060505818	103.760792974962	107.045619564391	113.250932708095	89.7319149328689
gene-BTH_RS08155	281.485560253902	246.335236666312	330.422719376579	357.783106832334	415.979387447042	264.818578216516
gene-BTH_RS08160	2316.47192222646	2543.67907427169	2450.97096415615	2736.8961110247	2428.36134556781	2398.68728698596
gene-BTH_RS08165	38.5596657882057	58.9062522462919	64.4727257320153	42.4324978453442	50.0917586978114	42.6773741753889
gene-BTH_RS08170	165.806562889285	160.65341521716	235.728403457681	204.447489618477	227.59081669223	190.406746320966
gene-BTH_RS08175	104.111097628155	84.7893024757232	103.760792974962	131.154993340155	116.517786536213	122.560664298553
gene-BTH_RS08180	73.2633649975909	59.7987712197205	48.3545442990115	77.149996082444	54.4475638019689	61.2803321492763
gene-BTH_RS08185	41.4516407223212	49.9810625120052	29.2142038473194	56.8981221108024	33.7574895572207	62.3746237947991
gene-BTH_RS08190	24.0997911176286	19.6354174154306	21.1551131308175	26.0381236778248	6.53370765623626	9.84862480970512
gene-BTH_RS08195	20.243824538808	38.3783158574326	24.1772721495058	34.7174982370998	19.6011229687088	33.9230410112065
gene-BTH_RS08205	27.9557576964492	39.2708348308613	31.2289765264449	46.2899976494664	19.6011229687088	38.3002075932977
gene-BTH_RS08210	20.243824538808	12.4952656280013	12.0886360747529	13.5012493144277	8.71161020831502	13.1314997462735
gene-BTH_RS08215	0	0	0	0	0	0
gene-BTH_RS08220	0	0	0	0	0	1.09429164552279
gene-BTH_RS08225	0	0	0	0	0	0
gene-BTH_RS08230	114.715005719912	119.597542439441	147.07840557616	129.226243438094	109.984078879977	110.523456197802
gene-BTH_RS08235	53.983532103488	73.1865558211505	60.4431803737644	63.6487467680163	64.2481252863233	68.9403736679359
gene-BTH_RS35595	28.9197493411543	19.6354174154306	16.1181814330038	33.7531232860692	18.5121716926694	30.6401660746382
rna-BTH_RS08245	9.63991644705143	24.098012282574	14.1034087538784	10.608124461336	10.8895127603938	9.84862480970512
gene-BTH_RS08250	239.069927886875	240.98012282574	250.839198551122	216.019989030843	267.882013905687	236.366995432923
gene-BTH_RS08255	83.8672730893474	143.695554722015	66.4874984111408	122.47561878088	105.62827377582	131.314997462735
gene-BTH_RS08260	51.0915571693726	112.457390652012	46.339771619886	64.6131217190468	62.0702227342445	64.5632070858447
gene-BTH_RS08270	107.003072562271	205.279363888593	117.864201728841	147.549367507674	115.428835260174	158.672288600805
gene-BTH_RS08275	28.9197493411543	49.9810625120052	25.1846584890685	44.3612477474053	41.3801484894963	30.6401660746382
gene-BTH_RS08280	0	0	0	0.96437495103055	0	0
gene-BTH_RS08285	0	0	0	0	0	0
gene-BTH_RS08290	82.9032814446423	77.6491506882938	82.6056798441446	79.0787459845051	100.183517395623	100.674831388097
gene-BTH_RS08295	61.6954652611292	54.4436573791486	48.3545442990115	66.5418716211079	55.5365150780082	57.9974572127079
gene-BTH_RS08300	131.102863679899	112.457390652012	146.071019236597	197.696864961263	186.210668202734	173.992371638124
gene-BTH_RS08305	141.706771771656	135.662883961157	206.514199610362	306.671234427715	373.510287681506	215.57545416799
gene-BTH_RS08310	61.6954652611292	67.8314419805785	70.5170437693918	88.7224954948106	86.0271508071108	89.7319149328689
gene-BTH_RS08315	28.9197493411543	22.3129743357166	19.1403404516921	34.7174982370998	26.1348306249451	28.4515827835926
gene-BTH_RS08320	24.0997911176286	21.420455362288	23.169885809943	38.574998041222	22.8679767968269	20.791541264933
gene-BTH_RS08325	26.991766051744	11.6027466545726	15.1107950934411	27.0024986288554	5.44475638019689	28.4515827835926
gene-BTH_RS08330	24.0997911176286	16.9578604951446	25.1846584890685	22.1806238737026	8.71161020831502	29.5458744291154
gene-BTH_RS08335	19.2798328941029	17.8503794685733	25.1846584890685	20.2518739716415	11.9784640364332	22.9801245559786
gene-BTH_RS34370	3.85596657882057	1.78503794685733	1.00738633956274	0.96437495103055	0	1.09429164552279
gene-BTH_RS08340	0	0	0	0	0	0
gene-BTH_RS08345	39.5236574329109	23.2054933091453	31.2289765264449	39.5393729922525	18.5121716926694	47.05454075748
gene-BTH_RS08350	59.7674819717189	62.4763281400065	61.4505667133271	43.3968727963747	59.8923201821657	73.317540250027
gene-BTH_RS08355	9.63991644705143	3.57007589371466	5.0369316978137	4.82187475515275	7.62265893227564	9.84862480970512
gene-BTH_RS08360	37.5956741435006	20.5279363888593	17.1255677725666	27.0024986288554	29.4016844530632	25.1687078470242
gene-BTH_RS08365	68.4434067740652	46.4109866182906	39.2880672429468	71.3637463762607	51.1807099738507	71.1289569589814
gene-BTH_RS08375	70.3713900634754	55.3361763525772	68.5022710902663	100.294994907177	70.7818329425595	107.240581261234
gene-BTH_RS08380	106.039080917566	86.5743404225805	81.5982935045819	138.869992948399	152.453178645513	142.257913917963
gene-BTH_RS08385	298.837409858594	337.372171956035	318.334083301826	358.747481783364	369.154482577349	328.287493656837
gene-BTH_RS08390	515.735529917252	545.329092764914	607.453962756332	752.212461803829	823.247164685769	873.244733127188
gene-BTH_RS08395	0	0	0	0	0	0
MSTRG.1227.1	1.92798328941029	3.57007589371466	0	0.96437495103055	0	1.09429164552279
gene-BTH_RS08400	0	0	0	0	0	0
gene-BTH_RS35020	0	0	0	0	0	0
gene-BTH_RS08410	0	0	0	0	0	0
gene-BTH_RS35600	3.85596657882057	5.35511384057199	3.02215901868822	3.8574998041222	4.35580510415751	10.9429164552279
gene-BTH_RS08415	35.6676908540903	28.5606071497173	21.1551131308175	39.5393729922525	33.7574895572207	40.4887908843433
gene-BTH_RS08425	72.2993733528857	65.1538850602925	69.509657429829	65.5774966700774	62.0702227342445	82.0718734142094
gene-BTH_RS08430	38.5596657882057	35.7007589371466	38.2806809033841	51.1118724046191	21.7790255207875	38.3002075932977
gene-BTH_RS08435	13.495883025872	14.2803035748586	12.0886360747529	5.7862497061833	9.80056148435439	13.1314997462735
gene-BTH_RS08440	71.3353817081806	53.5511384057199	40.2954535825096	68.470621523169	43.5580510415751	79.8832901231638
gene-BTH_RS08445	0	0	0	0	0	0
gene-BTH_RS08450	52.0555488140777	50.8735814854339	41.3028399220723	44.3612477474053	52.2696612498901	48.1488324030028
gene-BTH_RS08455	158.094629731643	119.597542439441	127.938065124468	112.831869270574	100.183517395623	113.80633113437
gene-BTH_RS08460	80.0113065105269	83.0042645288658	62.4579530528899	70.3993714252301	62.0702227342445	41.5830825298661
gene-BTH_RS35025	39.5236574329109	38.3783158574326	37.2732945638214	66.5418716211079	54.4475638019689	56.9031655671852
gene-BTH_RS08475	472.35590590552	530.156270216627	749.495436634678	395.393729922525	472.60485380109	334.853243529974
gene-BTH_RS08480	37.5956741435006	43.7334296980046	28.2068175077567	36.6462481391609	41.3801484894963	37.2059159477749
MSTRG.1241.1	0	0	1.00738633956274	0	1.08895127603938	0
